,0,1,drug concentration
0,262.0,262.0,0.1
1,263.0,263.0,0.16237767391887217
2,264.5,264.5,0.26366508987303583
3,266.90000000000003,266.90000000000003,0.42813323987193935
4,270.40000000000003,270.40000000000003,0.6951927961775606
5,275.70000000000005,275.70000000000005,1.1288378916846888
6,283.5,283.5,1.8329807108324356
7,294.90000000000003,294.90000000000003,2.9763514416313175
8,310.90000000000003,310.90000000000003,4.832930238571752
9,332.6,332.6,7.847599703514611
10,360.70000000000005,360.70000000000005,12.742749857031335
11,395.5,395.5,20.6913808111479
12,436.1,436.1,33.59818286283781
13,481.4,481.4,54.555947811685144
14,529.6,529.6,88.58667904100822
15,579.2,579.2,143.8449888287663
16,629.0,629.0,233.57214690901213
17,678.1,678.1,379.2690190732246
18,1000.0,424.6,615.8482110660261
19,1000.0,418.1,1000.0
