,drug_conc,SD,CS
0,10.0,0.06962329649241272,0.06961022422059114
1,17.25210549942041,0.06958943057754763,0.06956658466152592
2,29.76351441631318,0.06953286910396869,0.06949282783822493
3,51.34832907437552,0.06943769562557688,0.06936831847320979
4,88.58667904100822,0.06927842790405361,0.06915771515515806
5,152.83067326587687,0.06901190950601237,0.06880405892943856
6,263.6650898730358,0.06856693354355806,0.06821311893516716
7,454.87779470037776,0.06782744535468646,0.0672361181612205
8,784.7599703514607,0.06660700726549905,0.0656466306544341
9,1353.8761800225432,0.06461888010018887,0.06313141206419358
10,2335.7214690901214,0.06145226373480477,0.05931301184788165
11,4029.6113202004,0.056616236218480005,0.05386386370382843
12,6951.927961775606,0.04973556195325239,0.04671167788683452
13,11993.539462092356,0.040920154951590675,0.03822527683475624
14,20691.3808111479,0.030941772050192662,0.029158814313877113
15,35696.98846826063,0.02084108006411879,0.0202895072394196
16,61584.82110660255,0.010716880558646585,0.011946277761715416
17,106246.7830894041,-0.01932471306751767,0.0028009405042534875
18,183298.07108324338,-0.01410918057915214,-0.020291397645370673
19,316227.7660168379,-0.01578735679626616,-0.01922866712279897
